cognome,nome,classe,disciplina,data_valutazione,voto,tipo
Bajamonti,Tonino,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-12,5.2,pratico
Saraceno,Corrado,3BIT,Storia,2023-12-08,6.1,scritto
Petrocelli,Anita,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-22,6.9,orale
Pezzali,Saverio,5CIT,Lingua Inglese,2023-11-05,8.6,orale
Palmisano,Allegra,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-20,8.6,scritto
Petrocelli,Anita,3BIT,Sistemi e Reti,2023-10-06,6.3,scritto
Soranzo,Raffaellino,4BIT,Lingua e Letteratura Italiana,2024-04-06,6.8,pratico
Monduzzi,Loredana,5CIT,Scienze Motorie e Sportive,2023-12-01,4.3,pratico
Esposito,Maurilio,3BIT,Matematica,2024-04-25,6.5,pratico
Gentilini,Lina,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-14,5.2,pratico
Pennetta,Griselda,5CIT,Sistemi e Reti,2023-09-18,8.1,scritto
Seddio,Germana,3BIT,Matematica,2024-03-19,4.1,pratico
Satriani,Fulvio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-16,8.8,scritto
Blasi,Mirko,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-07,6.5,orale
Blasi,Mirko,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-27,4.3,pratico
Schiavo,Amedeo,5CIT,Storia,2024-04-14,8.1,orale
Alighieri,Gabriele,5CIT,Matematica,2024-04-27,5.5,pratico
Gemito,Ludovico,3BIT,Lingua Inglese,2023-11-15,5.0,scritto
Monduzzi,Loredana,5CIT,Scienze Motorie e Sportive,2024-05-06,7.9,orale
Bajardi,Arturo,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-07,7.0,pratico
Rubbia,Domenico,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-02,3.2,orale
Pedrazzini,Atenulf,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-24,5.7,scritto
Satriani,Fulvio,4BIT,Lingua e Letteratura Italiana,2024-04-20,5.1,scritto
Peranda,Alina,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-12,4.9,scritto
Matteotti,Patrizia,3BIT,Scienze Motorie e Sportive,2024-02-04,8.8,orale
Cimini,Tatiana,5CIT,Matematica,2024-02-05,7.4,pratico
Carfagna,Zaira,4BIT,Scienze Motorie e Sportive,2024-03-27,7.2,pratico
Simeoni,Mirco,4BIT,Lingua Inglese,2023-10-11,5.5,orale
Delle,Fulvio,5CIT,Storia,2024-04-22,7.6,orale
Soranzo,Raffaellino,4BIT,Informatica,2024-05-28,6.2,scritto
Tommaseo,Letizia,5CIT,Matematica,2023-12-16,5.6,orale
Alfieri,Ivan,3BIT,Lingua e Letteratura Italiana,2024-04-24,5.2,pratico
Tamburini,Gemma,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-15,6.7,orale
Fantoni,Alphons,5CIT,Sistemi e Reti,2023-09-24,8.0,orale
Satriani,Fulvio,4BIT,Religione Cattolica,2024-06-06,5.6,scritto
Tommaseo,Letizia,5CIT,Scienze Motorie e Sportive,2024-01-26,3.7,pratico
Forza,Hugo,3BIT,Informatica,2024-04-15,6.7,scritto
Zaccardo,Sandro,5CIT,Religione Cattolica,2024-03-16,7.1,orale
Alighieri,Gabriele,5CIT,Lingua Inglese,2024-06-02,3.2,pratico
Maderna,Laureano,5CIT,Lingua e Letteratura Italiana,2023-10-13,5.7,scritto
Boito,Carla,5CIT,Storia,2024-01-18,7.3,scritto
Cafarchia,Alessandro,3BIT,Storia,2023-09-17,5.2,orale
Pavanello,Marta,5CIT,Lingua Inglese,2024-04-28,4.2,scritto
Pavanello,Marta,5CIT,Sistemi e Reti,2024-04-16,3.2,scritto
Peranda,Alina,3BIT,Storia,2024-05-13,3.4,orale
Saraceno,Corrado,3BIT,Lingua Inglese,2024-01-25,5.7,orale
Mezzetta,Marcello,4BIT,Storia,2024-05-16,9.2,pratico
Montalcini,Niccolò,5CIT,Scienze Motorie e Sportive,2024-06-05,6.0,pratico
Monduzzi,Loredana,5CIT,Lingua Inglese,2023-12-27,9.9,orale
Bonaventura,Cecilia,4BIT,Storia,2023-09-26,7.7,scritto
Sgarbi,Fortunata,5CIT,Informatica,2023-11-05,5.6,scritto
Anichini,Marcella,5CIT,Lingua Inglese,2024-05-14,9.0,pratico
Cremonesi,Irma,3BIT,Scienze Motorie e Sportive,2024-05-31,8.5,scritto
Anichini,Marcella,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-26,3.1,orale
Carocci,Emma,5CIT,Scienze Motorie e Sportive,2024-05-20,4.6,orale
Cipolla,Federica,3BIT,Lingua Inglese,2024-01-05,8.3,pratico
Montalcini,Niccolò,5CIT,Religione Cattolica,2024-04-18,4.9,orale
Fantoni,Alphons,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-06-03,4.2,scritto
Pedrazzini,Atenulf,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-19,8.6,pratico
Benedetti,Sophia,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-10,9.3,scritto
Valier,Carmelo,4BIT,Scienze Motorie e Sportive,2024-04-23,5.9,pratico
Schiavo,Amedeo,5CIT,Sistemi e Reti,2023-11-05,3.5,pratico
Zaccardo,Sandro,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-30,5.7,orale
Monte,Berenice,3BIT,Informatica,2024-05-11,4.0,orale
Gentilini,Lina,3BIT,Religione Cattolica,2023-11-03,6.8,pratico
Natta,Ludovico,5CIT,Sistemi e Reti,2024-05-13,9.5,pratico
Giorgetti,Alfredo,4BIT,Sistemi e Reti,2024-03-22,6.2,pratico
Saraceno,Corrado,3BIT,Scienze Motorie e Sportive,2024-05-23,6.0,scritto
Petrocelli,Anita,3BIT,Religione Cattolica,2024-02-29,8.3,orale
Monduzzi,Loredana,5CIT,Lingua e Letteratura Italiana,2024-03-13,4.3,scritto
Rubbia,Domenico,3BIT,Matematica,2024-03-11,3.2,orale
Tommaseo,Letizia,5CIT,Sistemi e Reti,2023-12-31,3.4,orale
Peranda,Alina,3BIT,Religione Cattolica,2023-12-16,7.7,pratico
Niscoromni,Ermes,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-01,4.5,pratico
Pontecorvo,Mirko,5CIT,Religione Cattolica,2024-05-21,4.8,pratico
Peranda,Alina,3BIT,Sistemi e Reti,2024-02-10,8.2,scritto
Dossetti,Liberto,4BIT,Scienze Motorie e Sportive,2024-04-17,5.9,pratico
Stefanelli,Amadeo,4BIT,Lingua e Letteratura Italiana,2023-12-01,8.0,orale
Palmisano,Allegra,5CIT,Matematica,2024-05-18,9.4,pratico
Zaccardo,Sandro,5CIT,Matematica,2023-11-20,7.3,scritto
Zaccardo,Sandro,5CIT,Storia,2023-11-29,5.8,scritto
Ricci,Rita,3BIT,Sistemi e Reti,2023-10-15,5.6,scritto
Monaco,Graziano,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-27,5.8,pratico
Boito,Carla,5CIT,Scienze Motorie e Sportive,2024-04-05,9.6,pratico
Monaco,Graziano,3BIT,Storia,2023-10-13,9.5,scritto
Taliani,Maurizio,4BIT,Storia,2023-11-12,7.7,scritto
Crespi,Damiano,3BIT,Informatica,2024-01-18,6.1,orale
Soranzo,Raffaellino,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-18,4.4,orale
Cipolla,Federica,3BIT,Lingua Inglese,2023-12-02,9.6,orale
Niscoromni,Ermes,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-29,8.7,pratico
Zaccardo,Sandro,5CIT,Informatica,2024-01-15,7.2,orale
Gemito,Ludovico,3BIT,Informatica,2023-10-28,6.0,pratico
Satriani,Fulvio,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-13,9.0,pratico
Valier,Carmelo,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-18,3.9,orale
Gonzaga,Ettore,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-17,3.2,pratico
Petrocelli,Manuel,4BIT,Informatica,2023-12-02,5.8,orale
Bajamonti,Tonino,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-15,6.8,pratico
Matteotti,Patrizia,3BIT,Scienze Motorie e Sportive,2023-12-28,8.6,pratico
Pennetta,Griselda,5CIT,Informatica,2023-11-11,7.4,scritto
Niscoromni,Ermes,4BIT,Scienze Motorie e Sportive,2023-12-15,9.4,pratico
Zaccardo,Sandro,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-21,9.0,orale
Caffarelli,Luca,4BIT,Sistemi e Reti,2024-04-30,9.0,scritto
Cipolla,Federica,3BIT,Matematica,2023-11-03,8.3,orale
Soranzo,Raffaellino,4BIT,Lingua e Letteratura Italiana,2024-03-19,10.0,orale
Matteotti,Patrizia,3BIT,Informatica,2024-01-31,4.5,orale
Perini,Luigi,5CIT,Scienze Motorie e Sportive,2024-01-21,6.5,orale
Alfieri,Ivan,3BIT,Sistemi e Reti,2023-11-13,9.8,pratico
Maderna,Laureano,5CIT,Informatica,2024-01-08,4.9,orale
Carocci,Emma,5CIT,Matematica,2024-02-13,5.7,pratico
Gentilini,Lina,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-06,9.4,orale
Fantoni,Alphons,5CIT,Lingua Inglese,2023-12-12,4.1,scritto
Simeoni,Mirco,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-13,5.2,pratico
Cimini,Tatiana,5CIT,Matematica,2024-03-05,8.0,orale
Bajamonti,Tonino,3BIT,Matematica,2024-04-19,8.8,scritto
Monaco,Graziano,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-09,5.1,orale
Coardi,Franco,4BIT,Scienze Motorie e Sportive,2023-12-10,3.1,orale
Crespi,Damiano,3BIT,Scienze Motorie e Sportive,2023-09-30,5.3,scritto
Marrone,Lisa,3BIT,Scienze Motorie e Sportive,2024-02-09,8.1,scritto
Monaco,Graziano,3BIT,Scienze Motorie e Sportive,2024-01-23,7.1,orale
Palmisano,Allegra,5CIT,Scienze Motorie e Sportive,2023-10-23,6.0,scritto
Carocci,Emma,5CIT,Matematica,2023-11-15,5.1,scritto
Benussi,Giorgio,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-03,5.2,pratico
Cafarchia,Alessandro,3BIT,Religione Cattolica,2023-10-05,6.7,pratico
Pontecorvo,Mirko,5CIT,Lingua e Letteratura Italiana,2024-04-07,5.3,orale
Caffarelli,Luca,4BIT,Lingua Inglese,2024-03-23,6.2,orale
Ricci,Rita,3BIT,Lingua Inglese,2024-01-21,8.6,orale
Natta,Ludovico,5CIT,Matematica,2024-01-30,4.5,scritto
Antonelli,Maura,3BIT,Lingua e Letteratura Italiana,2023-10-24,6.3,pratico
Perini,Luigi,5CIT,Lingua Inglese,2024-05-07,6.7,scritto
Peranda,Alina,3BIT,Matematica,2024-03-03,5.3,orale
Antonelli,Maura,3BIT,Religione Cattolica,2023-09-26,5.2,pratico
Blasi,Mirko,4BIT,Religione Cattolica,2024-03-05,9.9,scritto
Forza,Hugo,3BIT,Lingua e Letteratura Italiana,2024-04-15,3.0,scritto
Delle,Fulvio,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-23,6.8,orale
Blasi,Mirko,4BIT,Scienze Motorie e Sportive,2023-10-04,6.7,orale
Valier,Carmelo,4BIT,Matematica,2024-04-18,5.9,orale
Pezzali,Saverio,5CIT,Scienze Motorie e Sportive,2023-09-18,4.3,pratico
Florio,Veronica,5CIT,Sistemi e Reti,2024-01-08,6.2,scritto
Balotelli,Roberto,4BIT,Storia,2023-12-14,5.3,scritto
Boito,Carla,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-26,6.4,pratico
Bajamonti,Tonino,3BIT,Lingua e Letteratura Italiana,2023-11-25,3.3,pratico
Manolesso,Laura,3BIT,Lingua Inglese,2023-11-22,5.4,scritto
Zaccardo,Sandro,5CIT,Sistemi e Reti,2023-11-23,3.4,orale
Pennetta,Griselda,5CIT,Matematica,2024-01-05,9.0,orale
Manolesso,Laura,3BIT,Informatica,2023-09-24,9.6,scritto
Zacchia,Romina,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-06,4.9,pratico
Roero,Alberto,4BIT,Sistemi e Reti,2023-11-03,9.5,scritto
Versace,Mattia,4BIT,Sistemi e Reti,2023-11-24,5.6,pratico
Bonaventura,Cecilia,4BIT,Storia,2024-04-14,3.7,orale
Marrone,Lisa,3BIT,Lingua e Letteratura Italiana,2024-05-27,9.9,orale
Maderna,Laureano,5CIT,Scienze Motorie e Sportive,2024-05-17,8.8,scritto
Rubbia,Domenico,3BIT,Informatica,2024-03-20,8.3,scritto
Gonzaga,Ettore,5CIT,Sistemi e Reti,2024-04-11,3.3,scritto
Bajardi,Arturo,5CIT,Lingua e Letteratura Italiana,2024-04-20,6.9,pratico
Forza,Hugo,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-06-06,9.9,orale
Petrocelli,Manuel,4BIT,Matematica,2023-11-01,6.6,scritto
Delle,Fulvio,5CIT,Storia,2024-01-01,5.7,pratico
Fantoni,Alphons,5CIT,Matematica,2023-11-15,5.3,orale
Pavanello,Marta,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-12,7.6,pratico
Mezzetta,Marcello,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-15,4.8,scritto
Cafarchia,Alessandro,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-20,9.1,scritto
Florio,Veronica,5CIT,Scienze Motorie e Sportive,2023-11-20,3.8,orale
Esposito,Maurilio,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-06-03,9.9,orale
Lippomano,Alessandro,4BIT,Scienze Motorie e Sportive,2024-05-03,8.2,pratico
Tamburini,Gemma,4BIT,Matematica,2024-03-05,6.1,scritto
Rubbia,Domenico,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-13,4.6,orale
Petrocelli,Manuel,4BIT,Sistemi e Reti,2023-12-20,7.9,pratico
Monduzzi,Loredana,5CIT,Lingua Inglese,2024-03-02,9.4,pratico
Gemito,Ludovico,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-14,4.9,scritto
Giorgetti,Alfredo,4BIT,Storia,2024-02-17,5.9,scritto
Petrocelli,Anita,3BIT,Religione Cattolica,2024-02-13,8.1,orale
Natta,Ludovico,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-10,5.5,scritto
Coardi,Franco,4BIT,Storia,2024-02-17,9.7,pratico
Petrocelli,Anita,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-26,9.1,scritto
Ceri,Augusto,4BIT,Sistemi e Reti,2024-01-09,6.6,scritto
Antonelli,Maura,3BIT,Matematica,2024-03-23,3.0,scritto
Saraceno,Corrado,3BIT,Scienze Motorie e Sportive,2024-02-12,8.8,scritto
Sgarbi,Fortunata,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-30,7.5,scritto
Giorgetti,Alfredo,4BIT,Lingua e Letteratura Italiana,2024-01-05,5.6,pratico
Cremonesi,Irma,3BIT,Religione Cattolica,2024-01-02,3.6,orale
Forza,Hugo,3BIT,Matematica,2024-02-22,9.9,orale
Versace,Mattia,4BIT,Informatica,2023-11-10,5.1,pratico
Delle,Fulvio,5CIT,Religione Cattolica,2024-05-08,8.7,pratico
Soranzo,Raffaellino,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-01,6.5,pratico
Rubbia,Domenico,3BIT,Religione Cattolica,2024-01-03,4.0,orale
Esposito,Maurilio,3BIT,Lingua e Letteratura Italiana,2024-02-03,6.0,orale
Marrone,Lisa,3BIT,Religione Cattolica,2024-06-02,7.2,scritto
Esposito,Maurilio,3BIT,Lingua e Letteratura Italiana,2024-01-15,7.5,scritto
Gentilini,Lina,3BIT,Matematica,2024-01-16,6.0,scritto
Coardi,Franco,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-27,7.9,orale
Palmisano,Allegra,5CIT,Informatica,2023-09-15,3.7,scritto
Blasi,Mirko,4BIT,Sistemi e Reti,2024-03-06,8.3,orale
Niscoromni,Ermes,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-19,4.5,pratico
Antonelli,Maura,3BIT,Matematica,2024-02-29,6.7,pratico
Balotelli,Roberto,4BIT,Lingua Inglese,2024-01-24,7.9,pratico
Forza,Hugo,3BIT,Matematica,2024-01-13,9.2,orale
Esposito,Maurilio,3BIT,Scienze Motorie e Sportive,2024-01-10,5.9,pratico
Stefanelli,Amadeo,4BIT,Scienze Motorie e Sportive,2024-03-02,6.2,pratico
Florio,Veronica,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-19,9.4,scritto
Gentilini,Lina,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-21,8.7,scritto
Cafarchia,Alessandro,3BIT,Informatica,2024-01-18,8.1,orale
Maderna,Laureano,5CIT,Religione Cattolica,2024-06-01,7.4,scritto
Sgarbi,Fortunata,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-22,7.3,scritto
Boito,Carla,5CIT,Sistemi e Reti,2023-10-03,4.3,scritto
Gentilini,Lina,3BIT,Matematica,2024-01-04,5.7,scritto
Antonelli,Maura,3BIT,Lingua Inglese,2024-04-16,8.1,pratico
Ceri,Augusto,4BIT,Lingua e Letteratura Italiana,2023-09-16,8.1,orale
Petrocelli,Manuel,4BIT,Lingua e Letteratura Italiana,2023-12-27,3.7,scritto
Anichini,Marcella,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-09,9.8,pratico
Tamburini,Gemma,4BIT,Religione Cattolica,2024-04-23,5.0,pratico
Bongiorno,Simone,3BIT,Lingua Inglese,2024-04-09,7.8,pratico
Zacchia,Romina,4BIT,Sistemi e Reti,2024-01-18,3.1,pratico
Zaccardo,Sandro,5CIT,Lingua e Letteratura Italiana,2023-12-12,9.0,pratico
Pedrazzini,Atenulf,5CIT,Lingua Inglese,2024-02-08,8.8,orale
Maderna,Laureano,5CIT,Sistemi e Reti,2023-12-12,6.0,pratico
Seddio,Germana,3BIT,Sistemi e Reti,2024-01-18,8.1,orale
Coardi,Franco,4BIT,Sistemi e Reti,2023-12-21,5.3,scritto
Montalcini,Niccolò,5CIT,Lingua e Letteratura Italiana,2024-01-30,4.8,orale
Rensi,Michelangelo,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-23,5.1,orale
Bajardi,Arturo,5CIT,Lingua Inglese,2023-12-14,8.0,orale
Seddio,Germana,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-21,9.3,scritto
Alfieri,Ivan,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-02,4.5,scritto
Montalcini,Niccolò,5CIT,Storia,2024-02-04,5.1,orale
Petrocelli,Anita,3BIT,Sistemi e Reti,2023-11-15,5.6,pratico
Casini,Valentina,3BIT,Scienze Motorie e Sportive,2023-09-30,8.9,scritto
Saraceno,Corrado,3BIT,Lingua e Letteratura Italiana,2024-04-21,6.0,orale
Cipolla,Federica,3BIT,Lingua e Letteratura Italiana,2023-10-23,8.9,scritto
Peranda,Alina,3BIT,Scienze Motorie e Sportive,2023-09-19,3.3,pratico
Petrocelli,Anita,3BIT,Matematica,2023-10-03,8.9,orale
Cimini,Tatiana,5CIT,Matematica,2023-10-31,5.5,orale
Montalcini,Niccolò,5CIT,Lingua Inglese,2024-05-06,4.5,scritto
Esposito,Maurilio,3BIT,Informatica,2024-03-18,8.1,pratico
Ricci,Rita,3BIT,Sistemi e Reti,2024-04-29,5.1,scritto
Bajardi,Arturo,5CIT,Religione Cattolica,2024-05-17,3.2,orale
Bonaventura,Cecilia,4BIT,Informatica,2023-12-28,5.1,pratico
Natta,Ludovico,5CIT,Lingua e Letteratura Italiana,2024-01-14,6.6,pratico
Florio,Veronica,5CIT,Lingua e Letteratura Italiana,2024-03-30,6.9,pratico
Gemito,Ludovico,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-03,7.9,orale
Bajardi,Arturo,5CIT,Sistemi e Reti,2023-09-28,9.2,pratico
Perini,Luigi,5CIT,Religione Cattolica,2024-01-04,3.4,pratico
Bongiorno,Simone,3BIT,Lingua e Letteratura Italiana,2024-01-27,8.9,scritto
Ricci,Rita,3BIT,Storia,2024-05-05,6.9,scritto
Bongiorno,Simone,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-06-07,4.7,scritto
Balotelli,Roberto,4BIT,Religione Cattolica,2023-11-29,7.2,scritto
Alfieri,Ivan,3BIT,Storia,2024-01-30,9.9,scritto
Tommaseo,Letizia,5CIT,Sistemi e Reti,2024-06-07,9.4,pratico
Benedetti,Sophia,3BIT,Storia,2024-03-30,5.2,orale
Marrone,Lisa,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-11,6.3,scritto
Perini,Luigi,5CIT,Matematica,2024-04-22,5.0,orale
Carfagna,Zaira,4BIT,Religione Cattolica,2024-02-02,5.0,scritto
Zacchia,Romina,4BIT,Lingua e Letteratura Italiana,2024-01-24,6.6,scritto
Versace,Mattia,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-10,5.0,scritto
Perini,Luigi,5CIT,Lingua Inglese,2024-02-01,3.6,scritto
Benussi,Giorgio,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-30,3.9,scritto
Stefanelli,Amadeo,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-09,4.8,scritto
Natta,Ludovico,5CIT,Informatica,2023-11-08,5.4,scritto
Giorgetti,Alfredo,4BIT,Matematica,2023-09-16,3.3,orale
Pedrazzini,Atenulf,5CIT,Sistemi e Reti,2024-04-01,6.5,orale
Vianello,Ezio,4BIT,Matematica,2024-02-07,7.8,orale
Vianello,Ezio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-03,8.0,orale
Delle,Fulvio,5CIT,Lingua e Letteratura Italiana,2023-10-15,7.2,scritto
Carfagna,Zaira,4BIT,Religione Cattolica,2023-11-13,7.9,pratico
Crespi,Damiano,3BIT,Scienze Motorie e Sportive,2024-03-27,9.1,orale
Cremonesi,Irma,3BIT,Lingua Inglese,2024-04-08,6.8,scritto
Monaco,Graziano,3BIT,Sistemi e Reti,2023-10-04,4.5,orale
Pezzali,Saverio,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-06,5.3,pratico
Peranda,Alina,3BIT,Informatica,2024-01-06,3.1,orale
Monaco,Graziano,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-10,3.0,pratico
Seddio,Germana,3BIT,Sistemi e Reti,2024-05-28,3.2,pratico
Satriani,Fulvio,4BIT,Matematica,2023-11-29,3.2,orale
Peranda,Alina,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-09-26,5.7,pratico
Cafarchia,Alessandro,3BIT,Storia,2024-04-08,4.9,scritto
Petrocelli,Manuel,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-05,9.6,orale
Valier,Carmelo,4BIT,Religione Cattolica,2023-10-25,3.5,orale
Coardi,Franco,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-28,5.9,scritto
Montalcini,Niccolò,5CIT,Religione Cattolica,2024-03-06,6.3,orale
Gentilini,Lina,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-01,3.9,scritto
Monduzzi,Loredana,5CIT,Lingua e Letteratura Italiana,2024-01-08,4.4,orale
Pontecorvo,Mirko,5CIT,Scienze Motorie e Sportive,2023-10-09,3.1,orale
Vianello,Ezio,4BIT,Matematica,2023-11-16,4.3,scritto
Satriani,Fulvio,4BIT,Informatica,2024-02-02,6.0,pratico
Nicoletti,Roberta,3BIT,Storia,2024-02-20,9.3,pratico
Bajardi,Arturo,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-25,6.9,pratico
Campise,Liberto,3BIT,Lingua e Letteratura Italiana,2023-11-13,3.4,orale
Blasi,Mirko,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-28,9.2,pratico
Balotelli,Roberto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-10,7.8,orale
Roero,Alberto,4BIT,Lingua Inglese,2024-04-22,4.2,pratico
Monduzzi,Loredana,5CIT,Religione Cattolica,2024-02-07,6.0,pratico
Boito,Carla,5CIT,Informatica,2023-09-20,4.9,orale
Lippomano,Alessandro,4BIT,Scienze Motorie e Sportive,2023-09-26,3.1,pratico
Carfagna,Zaira,4BIT,Matematica,2024-02-23,6.8,pratico
Antonelli,Maura,3BIT,Lingua e Letteratura Italiana,2023-10-14,7.1,scritto
Casini,Valentina,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-21,7.7,orale
Rubbia,Domenico,3BIT,Lingua e Letteratura Italiana,2023-09-18,7.8,orale
Roero,Alberto,4BIT,Matematica,2024-03-14,9.8,orale
Cafarchia,Alessandro,3BIT,Lingua Inglese,2023-12-01,8.5,orale
Trentini,Matilda,4BIT,Lingua Inglese,2023-12-15,5.1,scritto
Pennetta,Griselda,5CIT,Religione Cattolica,2023-12-22,3.3,pratico
Cimini,Tatiana,5CIT,Matematica,2024-03-17,5.7,scritto
Matteotti,Patrizia,3BIT,Informatica,2024-02-16,8.9,pratico
Sgarbi,Fortunata,5CIT,Lingua e Letteratura Italiana,2023-09-23,5.2,orale
Manolesso,Laura,3BIT,Lingua e Letteratura Italiana,2024-05-04,6.7,pratico
Peranda,Alina,3BIT,Scienze Motorie e Sportive,2024-01-24,6.3,pratico
Boito,Carla,5CIT,Scienze Motorie e Sportive,2024-06-05,9.3,orale
Coardi,Franco,4BIT,Sistemi e Reti,2023-12-21,9.9,orale
Saraceno,Corrado,3BIT,Lingua Inglese,2024-03-10,7.0,orale
Niscoromni,Ermes,4BIT,Scienze Motorie e Sportive,2024-05-04,5.9,scritto
Versace,Mattia,4BIT,Religione Cattolica,2024-02-20,9.5,scritto
Dossetti,Liberto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-02,7.4,pratico
Alfieri,Ivan,3BIT,Lingua e Letteratura Italiana,2024-03-24,7.3,scritto
Anichini,Marcella,5CIT,Lingua Inglese,2024-02-29,3.5,orale
Rubbia,Domenico,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-02,8.0,orale
Balotelli,Roberto,4BIT,Lingua e Letteratura Italiana,2023-11-01,7.5,scritto
Ceri,Augusto,4BIT,Religione Cattolica,2024-02-15,5.8,pratico
Satriani,Fulvio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-11,4.2,scritto
Florio,Veronica,5CIT,Lingua Inglese,2023-10-13,6.2,pratico
